
2023-01-07 19:04:37:	11.8 中国民主革命纲领的制定
2023-01-08 15:44:35:	12.1 国民革命与国共合作的建立
2023-01-08 15:44:40:	

2023-01-08 15:44:40:	12.2 中国国民党一大与国民革命的高潮（一）
2023-01-08 15:44:51:	1.[单选题] 国民党一大召开的时间和地点是（）。
2023-01-08 15:44:59:	答案为:['1924年1月', '广州\n']
2023-01-08 15:45:02:	2.[单选题] 孙中山通过（）最早公开提出联俄政策。
2023-01-08 15:45:10:	答案为:B
2023-01-08 15:45:11:	3.[判断题] 经过国民党一大的讨论，只有中国共产党党员被允许以个人身份加入国民党。
2023-01-08 15:45:19:	答案为:B
2023-01-08 15:45:27:	该小节已保存......
2023-01-08 15:45:29:	

2023-01-08 15:45:29:	12.3 中国国民党一大与国民革命的高潮（二）
2023-01-08 16:05:25:	

2023-01-08 16:05:25:	12.2 中国国民党一大与国民革命的高潮（一）
2023-01-08 16:05:34:	1.[单选题] 国民党一大召开的时间和地点是（）。
2023-01-08 16:05:42:	答案为:['1924年1月', '广州\n']
2023-01-08 16:05:48:	该单选题未完成.......
2023-01-08 16:05:51:	2.[单选题] 孙中山通过（）最早公开提出联俄政策。
2023-01-08 16:09:57:	

2023-01-08 16:09:57:	12.2 中国国民党一大与国民革命的高潮（一）
2023-01-08 16:10:08:	1.[单选题] 国民党一大召开的时间和地点是（）。
2023-01-08 16:10:17:	答案为:['1924年1月', '广州\n']
2023-01-08 16:10:21:	2.[单选题] 孙中山通过（）最早公开提出联俄政策。
2023-01-08 16:10:29:	答案为:B
2023-01-08 16:10:30:	3.[判断题] 经过国民党一大的讨论，只有中国共产党党员被允许以个人身份加入国民党。
2023-01-08 16:10:38:	答案为:B
2023-01-08 16:10:44:	该小节已完成......
2023-01-08 16:10:45:	

2023-01-08 16:10:45:	12.3 中国国民党一大与国民革命的高潮（二）
2023-01-08 16:10:53:	

2023-01-08 16:10:53:	12.4 中国国民党一大与国民革命的高潮（三）
2023-01-08 16:11:01:	

2023-01-08 16:11:01:	12.5 大革命中的中国共产党
2023-01-08 16:11:11:	1.[单选题] 大革命“反对帝国主义、反对军阀”的政治口号是（）提出的。
2023-01-08 16:11:19:	答案为:中国共产党
2023-01-08 16:11:21:	2.[判断题] 大革命是在以国共合作为基础的统一战线的组织形式下进行的。
2023-01-08 16:11:29:	答案为:A
2023-01-08 16:11:34:	该小节已完成......
2023-01-08 16:11:37:	

2023-01-08 16:11:37:	12.6 国民革命意义、失败原因与经验教训（一）
2023-01-08 16:11:44:	

2023-01-08 16:11:44:	12.7 国民革命意义、失败原因与经验教训（二）
2023-01-08 16:11:54:	1.[单选题] 下列对中国共产党在国民革命中的表现概述不正确的是（）。
2023-01-08 16:12:03:	答案为:C
2023-01-08 16:12:06:	2.[单选题] （）宣告了国民革命的失败。
2023-01-08 16:12:14:	答案为:解析:
2023-01-08 16:12:21:	该单选题未完成.......
2023-01-08 16:12:21:	3.[判断题] 国民革命培养了中国革命的群众基础和组织基础。
2023-01-08 16:12:29:	答案为:A
2023-01-08 16:12:37:	该小节已保存......
2023-01-08 16:12:38:	

2023-01-08 16:12:38:	13.1 中国国民党在全国统治的确立（一）
2023-01-08 16:24:26:	

2023-01-08 16:24:26:	14.1 中国工农红军开始长征
2023-01-08 16:24:37:	1.[单选题] 红军进行长征的最主要原因是（）。
2023-01-08 16:24:44:	答案为:中共在第五次反围剿中失败。
2023-01-08 16:24:51:	该单选题未完成.......
2023-01-08 16:24:53:	2.[单选题] 长征初期，负责红军战略转移的三人团成员中不包括（）。
2023-01-08 16:39:41:	

2023-01-08 16:39:41:	14.1 中国工农红军开始长征
2023-01-08 16:39:51:	1.[单选题] 红军进行长征的最主要原因是（）。
2023-01-08 16:40:00:	答案为:中共在第五次反围剿中失败。
2023-01-08 16:40:06:	该单选题未完成.......
2023-01-08 16:40:09:	2.[单选题] 长征初期，负责红军战略转移的三人团成员中不包括（）。
2023-01-08 16:41:27:	

2023-01-08 16:41:27:	14.1 中国工农红军开始长征
2023-01-08 16:41:37:	1.[单选题] 红军进行长征的最主要原因是（）。
2023-01-08 16:41:46:	答案为:中共在第五次反围剿中失败
2023-01-08 16:41:52:	该单选题未完成.......
2023-01-08 16:41:54:	2.[单选题] 长征初期，负责红军战略转移的三人团成员中不包括（）。
2023-01-08 16:42:03:	答案为:C
2023-01-08 16:42:04:	3.[判断题] 长征初期，国民党设置的四道封锁线都被红军突破了。
2023-01-08 16:42:12:	答案为:A
2023-01-08 16:42:20:	该小节已保存......
2023-01-08 16:42:21:	

2023-01-08 16:42:21:	14.2 遵义会议
2023-01-08 16:42:36:	

2023-01-08 16:42:36:	14.3 红军长征的胜利
2023-01-08 16:42:42:	

2023-01-08 16:42:42:	15.1 日本对中国的侵略及在华暴行（一）
2023-01-08 16:42:52:	1.[单选题] 日本明治政府以（）为国策，占领景福宫、吞并琉球皆是在这一国策之下的行动。
2023-01-08 16:43:01:	答案为:D
2023-01-08 16:43:05:	2.[单选题] 日本侵略中国的最根本的原因是（）。
2023-01-08 16:43:12:	答案为:日本军国主义思想与西方法西斯主义的结合
2023-01-08 16:43:19:	该单选题未完成.......
2023-01-08 16:43:19:	3.[判断题] 在田中义一政府的推动下，日本确定了通过征服中国来征服世界的方针。
2023-01-08 16:43:27:	答案为:A
2023-01-08 16:43:34:	该小节已保存......
2023-01-08 16:43:36:	

2023-01-08 16:43:36:	15.2 日本对中国的侵略及在华暴行（二）
2023-01-08 16:43:42:	

2023-01-08 16:43:42:	15.3 日本对中国的侵略及在华暴行（三）
2023-01-08 16:43:49:	

2023-01-08 16:43:49:	15.4 日本对中国的侵略及在华暴行（四）
2023-01-08 16:43:56:	

2023-01-08 16:43:56:	15.5 中国共产党举起武装抗日的旗帜
2023-01-08 16:44:07:	

2023-01-08 16:44:07:	15.5 中国共产党举起武装抗日的旗帜
2023-01-08 16:44:13:	

2023-01-08 16:44:13:	15.6 抗日民族统一战线方针的建立与特点（一）
2023-01-08 16:44:20:	

2023-01-08 16:44:20:	15.7 抗日民族统一战线方针的建立与特点（二）
2023-01-08 16:44:26:	

2023-01-08 16:44:26:	15.8 抗日民族统一战线方针的建立与特点（三）
2023-01-08 16:44:33:	

2023-01-08 16:44:33:	15.9 抗日民族统一战线方针的建立与特点（四）
2023-01-08 16:44:40:	

2023-01-08 16:44:40:	15.10 全民族同仇敌忾、奋起抗战
2023-01-08 16:44:46:	

2023-01-08 16:44:46:	16.1 关于抗日战争的领导权问题
2023-01-08 16:44:53:	

2023-01-08 16:44:53:	16.2 中国共产党是抗日战争的中流砥柱（一）
2023-01-08 16:45:00:	

2023-01-08 16:45:00:	16.3 中国共产党是抗日战争的中流砥柱（二）
2023-01-08 16:45:11:	

2023-01-08 16:45:11:	16.3 中国共产党是抗日战争的中流砥柱（二）
2023-01-08 16:45:17:	

2023-01-08 16:45:17:	16.4 中国共产党是抗日战争的中流砥柱（三）
2023-01-08 16:45:24:	

2023-01-08 16:45:24:	16.5 中国共产党是抗日战争的中流砥柱（四）
2023-01-08 16:45:34:	1.[单选题] 中国共产党最早提出持久战战略方针是在（）。
2023-01-08 16:45:42:	答案为:1935年12月1日
2023-01-08 16:45:48:	该单选题未完成.......
2023-01-08 16:45:51:	2.[单选题] 毛泽东对中日战争将经历三个阶段做了预言，这三个阶段不包括（）。
2023-01-08 16:45:59:	答案为:D
2023-01-08 16:46:00:	3.[判断题] 毛泽东在抗日战争中始终坚持游击战为红军的作战原则。
2023-01-08 16:46:08:	答案为:A
2023-01-08 16:46:16:	该小节已保存......
2023-01-08 16:46:18:	

2023-01-08 16:46:18:	16.6 中国共产党是抗日战争的中流砥柱（五）
2023-01-08 16:46:31:	

2023-01-08 16:46:31:	16.7 中国共产党是抗日战争的中流砥柱（六）
2023-01-08 16:46:38:	

2023-01-08 16:46:38:	16.8 中国共产党是抗日战争的中流砥柱（七）
2023-01-08 16:46:48:	1.[单选题] 在抗日战争中涌现出一大批抗战英雄与事迹，其中不是发生在东北的是（）。
2023-01-08 16:46:56:	答案为:D
2023-01-08 16:46:58:	2.[判断题] 延安精神和东北抗联精神等都是共产党在抗日战争中培养的可贵的抗战精神。
2023-01-08 16:47:06:	答案为: 暂无
2023-01-08 16:47:13:	该小节已保存......
2023-01-08 16:47:14:	

2023-01-08 16:47:14:	16.9 中国共产党的自身建设
2023-01-08 16:47:21:	

2023-01-08 16:47:21:	17.1 中国国民党的对日政策观（一）
2023-01-08 16:47:33:	

2023-01-08 16:47:33:	17.2 中国国民党的对日政策观（二）
2023-01-08 16:47:39:	

2023-01-08 16:47:39:	17.3 正确评价抗战时期的国民党正面战场（一）
2023-01-08 16:47:39:	

2023-01-08 16:47:39:	17.4 正确评价抗战时期的国民党正面战场（二）
2023-01-08 16:47:45:	

2023-01-08 16:47:45:	17.5 正确评价抗战时期的国民党正面战场（三）
2023-01-08 16:47:52:	

2023-01-08 16:47:52:	17.6 正确评价抗战时期的国民党正面战场（四）
2023-01-08 16:47:59:	

2023-01-08 16:47:59:	18.1 抗日战争的胜利（一）
2023-01-08 16:48:07:	1.[单选题] 1944年中国军队抗日战争进入战略反攻阶段的特点是（）。
2023-01-08 16:48:16:	答案为:B
2023-01-08 16:48:19:	2.[单选题] 日本宣布投降后，中国战区受降仪式于（）在南京举行。
2023-01-08 16:48:26:	答案为:1945-09-09
2023-01-08 16:48:33:	该单选题未完成.......
2023-01-08 16:48:33:	3.[判断题] 1945年8月15日，日本天皇裕仁以广播“终战诏书”的形式宣布接受波茨坦公告。
2023-01-08 16:48:41:	答案为:A
2023-01-08 16:48:49:	该小节已保存......
2023-01-08 16:48:50:	

2023-01-08 16:48:50:	18.2 抗日战争的胜利（二）
2023-01-08 16:48:57:	

2023-01-08 16:48:57:	18.3 中国人民抗日战争在世界反法西斯战争中的地位
2023-01-08 16:49:04:	

2023-01-08 16:49:04:	18.4 抗日战争胜利的意义
2023-01-08 16:49:09:	

2023-01-08 16:49:09:	18.5 抗日战争胜利的原因和基本经验
2023-01-08 16:49:18:	1.[单选题] 抗日战争中，远赴中国救死扶伤的外国医务人员是（）。
2023-01-08 16:49:26:	答案为:科隶华
2023-01-08 16:49:32:	该单选题未完成.......
2023-01-08 16:49:35:	2.[多选题] 抗日战争胜利的原因有（）。
2023-01-08 16:49:42:	答案为:全民族抗战是中国人民抗日战争胜利的重要法宝#中国共产党的中流砥柱作用#以爱国主义为核心的伟大民族精神#苏联、美国、英国等反法西斯盟国为中国人民提供了宝贵的人力物力支持    *******代码结束后请手动完成********
2023-01-08 16:49:42:	答案为:全民族抗战是中国人民抗日战争胜利的重要法宝#中国共产党的中流砥柱作用#以爱国主义为核心的伟大民族精神#苏联、美国、英国等反法西斯盟国为中国人民提供了宝贵的人力物力支持    *******代码结束后请手动完成********
2023-01-08 16:49:42:	3.[判断题] 中国抗日战争的伟大胜利在全世界人民面前树立了一个以弱胜强的范例，中国国际地位显著提高。
2023-01-08 16:49:51:	答案为:A
2023-01-08 16:49:58:	该小节已保存......
2023-01-08 16:50:01:	

2023-01-08 16:50:01:	18.6 中国政府为什么高调纪念抗战胜利70周年？（一）
2023-01-08 16:50:01:	

2023-01-08 16:50:01:	18.7 中国政府为什么高调纪念抗战胜利70周年？（二）
2023-01-08 16:50:01:	

2023-01-08 16:50:01:	19.1 中国共产党争取和平民主的斗争（一）
2023-01-08 16:50:19:	1.[单选题] 下列哪个东欧国家在二战后最先确立了社会主义政权？（）
2023-01-08 16:50:26:	答案为:A
2023-01-08 16:50:30:	2.[单选题] 抗战胜利后，国民党蒋介石政府愿意与中共进行和谈的原因不包括（）。
2023-01-08 16:50:37:	答案为:惧怕共产党的军队和群众力量
2023-01-08 16:50:41:	3.[单选题] 二战后，（）成为了世界资本主义头号强国。
2023-01-08 16:50:49:	答案为:D
2023-01-08 16:50:57:	该小节已保存......
2023-01-08 16:50:58:	

2023-01-08 16:50:58:	19.2 中国共产党争取和平民主的斗争（二）
2023-01-08 16:50:58:	

2023-01-08 16:50:58:	19.3 中国共产党争取和平民主的斗争（三）
2023-01-08 16:50:58:	

2023-01-08 16:50:58:	19.4 中国共产党争取和平民主的斗争（四）
2023-01-08 16:50:58:	

2023-01-08 16:50:58:	19.5 国民党发动内战和解放区军民的自卫战争
2023-01-08 16:51:05:	

2023-01-08 16:51:05:	19.6 全国解放战争的胜利发展
2023-01-08 16:51:17:	

2023-01-08 16:51:17:	19.6 全国解放战争的胜利发展
2023-01-08 16:51:23:	

2023-01-08 16:51:23:	19.7 土地改革与农民的广泛发动
2023-01-08 16:51:29:	

2023-01-08 16:51:29:	20.1 中国第三条道路破灭与多党合作、政治协商格局的形成(一)
2023-01-08 16:51:35:	

2023-01-08 16:51:35:	20.2 中国第三条道路破灭与多党合作、政治协商格局的形成（二）
2023-01-08 16:51:42:	

2023-01-08 16:51:42:	20.3 国民党政权的覆灭与覆灭原因（一）
2023-01-08 16:51:49:	

2023-01-08 16:51:49:	20.4 国民党政权的覆灭与覆灭原因（二）
2023-01-08 16:51:56:	

2023-01-08 16:51:56:	20.5 国民党政权的覆灭与覆灭原因（三）
2023-01-08 16:52:02:	

2023-01-08 16:52:02:	20.6 国民党政权的覆灭与覆灭原因（四）
2023-01-08 16:52:09:	

2023-01-08 16:52:09:	20.7 新政协会议与中华人民共和国建立
2023-01-08 16:52:21:	

2023-01-08 16:52:21:	20.7 新政协会议与中华人民共和国建立
2023-01-08 16:52:27:	

2023-01-08 16:52:27:	20.8 中国革命胜利的原因和基本经验
2023-01-08 16:52:34:	

2023-01-08 16:52:34:	21.1 中华人民共和国成立的伟大意义
2023-01-08 16:52:43:	1.[单选题] （）在参加人民政协第一次会议时送了一套《林文忠公政书》给毛泽东。
2023-01-08 16:52:51:	答案为:解析:
2023-01-08 16:52:57:	该单选题未完成.......
2023-01-08 16:53:00:	2.[单选题] （）标志着中国半殖民地半封建社会的结束。
2023-01-08 16:53:08:	答案为:A
2023-01-08 16:53:11:	3.[单选题] 从中华人民共和国成立到社会主义改造基本完成，是我国从（）到社会主义的过渡时期。
2023-01-08 16:53:20:	答案为:B
2023-01-08 16:53:24:	4.[判断题] 新中国的成立完全解决了国家富强的历史任务。
2023-01-08 16:53:32:	答案为:B
2023-01-08 16:53:33:	5.[判断题] 新中国的成立真正提高了中国的国际地位。
2023-01-08 16:53:41:	答案为:A
2023-01-08 16:53:49:	该小节已保存......
2023-01-08 16:53:50:	

2023-01-08 16:53:50:	21.2 新民主主义社会的性质
2023-01-08 16:53:57:	

2023-01-08 16:53:57:	21.3 开始向社会主义过渡（一）
2023-01-08 16:54:07:	1.[单选题] 新中国成立时需要完成的民主革命的遗留任务不包括（）。
2023-01-08 16:54:14:	答案为:统一全国财经工作
2023-01-08 16:54:18:	2.[单选题] 据联合国的统计，1949年中华人民共和国成立时，中国人均国民收入为（），远低于亚洲人均国民收入。
2023-01-08 16:54:26:	答案为:B
2023-01-08 16:54:30:	3.[单选题] 新中国成立之初，美国对中国推行霸权主义，把（）建成反共反社会主义的前沿阵地。
2023-01-08 16:54:38:	答案为:C
2023-01-08 16:54:41:	4.[判断题] 新中国成立后，长期危害人民生命财产安全的200多万土匪，仅在两年多的时间内就被次第肃清。
2023-01-08 16:54:50:	答案为:A
2023-01-08 16:54:51:	5.[判断题] 新中国成立后的土地制度改革，先后使3亿多无地少地的农民无偿地获得了约7亿亩土地和大量其他生产资料，占中国绝大多数人口的农民群众获得了翻身解放。
2023-01-08 16:55:00:	答案为:A
2023-01-08 16:55:05:	该小节已完成......
2023-01-08 16:55:06:	

2023-01-08 16:55:06:	21.4 开始向社会主义过渡（二）
2023-01-08 16:55:13:	

2023-01-08 16:55:13:	21.5 开始向社会主义过渡（三）
2023-01-08 16:55:19:	

2023-01-08 16:55:19:	21.6 开始向社会主义过渡（四）
2023-01-08 16:55:29:	1.[单选题] 下面关于抗美援朝的表述不正确的一项是（）。
2023-01-08 16:55:38:	答案为:C
2023-01-08 16:55:41:	2.[单选题] 中国人民志愿军抗美援朝赴朝作战的时间是（）。
2023-01-08 16:55:50:	答案为:解析:
2023-01-08 16:55:57:	该单选题未完成.......
2023-01-08 16:55:57:	3.[判断题] 抗美援朝是新中国领导人正确分析了形势后作出的决定，扼杀了美国侵略亚洲的意图。
2023-01-08 16:56:06:	答案为:A
2023-01-08 16:56:14:	该小节已保存......
2023-01-08 16:56:15:	

2023-01-08 16:56:15:	21.7 开始向社会主义过渡（五）
2023-01-08 16:56:21:	

2023-01-08 16:56:21:	22.1 工业化的任务和发展道路（一）
2023-01-08 16:56:28:	

2023-01-08 16:56:28:	22.2 工业化的任务和发展道路（二）
2023-01-08 16:56:39:	

2023-01-08 16:56:39:	22.2 工业化的任务和发展道路（二）
2023-01-08 16:56:45:	

2023-01-08 16:56:45:	22.3 过渡时期总路线反映了历史的必然性(一)
2023-01-08 16:56:52:	

2023-01-08 16:56:52:	22.4 过渡时期总路线反映了历史的必然性(二)
2023-01-08 16:56:58:	

2023-01-08 16:56:58:	22.5 农业合作化运动的发展
2023-01-08 16:57:05:	

2023-01-08 16:57:05:	22.6 对资本主义工商业赎买政策的实施（一）
2023-01-08 16:57:12:	

2023-01-08 16:57:12:	22.7 对资本主义工商业赎买政策的实施（二）
2023-01-08 16:57:18:	

2023-01-08 16:57:18:	22.8 社会主义基本制度在中国的全面确立
2023-01-08 16:57:26:	1.[单选题] 关于社会主义制度建立的意义，下列选项错误的是（）。
2023-01-08 16:57:35:	答案为:D
2023-01-08 16:57:39:	2.[单选题] 我国的根本政治制度是（）。
2023-01-08 16:57:46:	答案为:A
2023-01-08 16:57:48:	3.[判断题] 人民代表大会制度确立于1954年第一届人民代表大会。
2023-01-08 16:57:56:	答案为:A
2023-01-08 16:58:01:	该小节已完成......
2023-01-08 16:58:03:	

2023-01-08 16:58:03:	23.1 “第二次结合”思想的提出（一）
2023-01-08 16:58:10:	

2023-01-08 16:58:10:	23.2 “第二次结合”思想的提出（二）
2023-01-08 16:58:20:	1.[单选题] 下列关于苏联建设社会主义弊端的说法正确的是（）。
2023-01-08 16:58:28:	答案为:对斯大林的评价上不够客观
2023-01-08 16:58:34:	该单选题未完成.......
2023-01-08 16:58:37:	2.[单选题] 苏共二十大会议上，（）作了长达4个半小时的题为《关于个人崇拜及其后果》的秘密报告。
2023-01-08 16:58:44:	答案为:赫鲁晓夫
2023-01-08 16:58:49:	3.[单选题] 于（）召开的苏共二十大进一步暴露出了苏共在社会主义建设中存在的缺点和错误。
2023-01-08 16:58:57:	答案为:1956年2月
2023-01-08 16:59:04:	该单选题未完成.......
2023-01-08 16:59:04:	4.[判断题] 1956年4月，毛泽东在中共中央书记处会议上提出关于实行马克思主义同中国实际的“第二次结合”的任务。
2023-01-08 16:59:12:	答案为:B
2023-01-08 16:59:20:	该小节已保存......
2023-01-08 16:59:26:	

2023-01-08 16:59:26:	23.1 “第二次结合”思想的提出（一）
2023-01-08 16:59:35:	1.[单选题] 中国社会主义建设的历史前提不包括（）。
2023-01-08 16:59:43:	答案为:['中国的社会主义建设是在20世纪下半叶的历史条件下开始的', '遇到了极为不利的国际环境\n']
2023-01-08 16:59:47:	2.[单选题] 苏联于（）宣布启动第四个五年计划。
2023-01-08 16:59:54:	答案为:D
2023-01-08 16:59:57:	3.[判断题] 20世纪50年代，社会主义国家形成拥有世界三分之一人口和四分之一土地的社会主义阵营。
2023-01-08 17:00:06:	答案为:A
2023-01-08 17:00:07:	4.[判断题] 苏联建设社会主义的模式基本适应新中国在工业化初期着重发展轻工业的需要。
2023-01-08 17:00:16:	答案为:B
2023-01-08 17:00:21:	该小节已完成......
2023-01-08 17:00:24:	

2023-01-08 17:00:24:	23.2 “第二次结合”思想的提出（二）
2023-01-08 17:00:34:	1.[单选题] 下列关于苏联建设社会主义弊端的说法正确的是（）。
2023-01-08 17:00:42:	答案为:对斯大林的评价上不够客观
2023-01-08 17:00:48:	该单选题未完成.......
2023-01-08 17:00:51:	2.[单选题] 苏共二十大会议上，（）作了长达4个半小时的题为《关于个人崇拜及其后果》的秘密报告。
2023-01-08 17:00:58:	答案为:赫鲁晓夫
2023-01-08 17:01:02:	3.[单选题] 于（）召开的苏共二十大进一步暴露出了苏共在社会主义建设中存在的缺点和错误。
2023-01-08 17:01:10:	答案为:1956年2月
2023-01-08 17:01:16:	该单选题未完成.......
2023-01-08 17:01:16:	4.[判断题] 1956年4月，毛泽东在中共中央书记处会议上提出关于实行马克思主义同中国实际的“第二次结合”的任务。
2023-01-08 17:01:24:	答案为:B
2023-01-08 17:01:32:	该小节已保存......
2023-01-08 17:01:34:	

2023-01-08 17:01:34:	23.3 早期探索的积极进展（一）
2023-01-08 17:01:41:	

2023-01-08 17:01:41:	23.4 早期探索的积极进展（二）
2023-01-08 17:01:48:	

2023-01-08 17:01:48:	23.5 早期探索的积极进展（三）
2023-01-08 17:01:54:	

2023-01-08 17:01:54:	24.1 整风运动和反右派斗争
2023-01-08 17:02:01:	

2023-01-08 17:02:01:	24.2 “大跃进”及其纠正（一）
2023-01-08 17:02:08:	

2023-01-08 17:02:08:	24.3 “大跃进”及其纠正（二）
2023-01-08 17:02:14:	

2023-01-08 17:02:14:	24.4 “大跃进”及其纠正（三）
2023-01-08 17:02:21:	

2023-01-08 17:02:21:	24.5 “文化大革命”的发动
2023-01-08 17:02:28:	

2023-01-08 17:02:28:	24.6 “文化大革命”的十年
2023-01-08 17:02:34:	

2023-01-08 17:02:34:	24.7 严重的曲折，深刻的教训
2023-01-08 17:02:43:	1.[单选题] 1972年2月，美国总统（）访华，中美双方在上海发表联合公报。
2023-01-08 17:02:50:	答案为:尼克松
2023-01-08 17:02:54:	2.[单选题] “文化大革命”的主要原因不包括（）。
2023-01-08 17:03:01:	答案为:D
2023-01-08 17:03:03:	3.[单选题] 中国完全自行设计研制的第一颗中近程导弹顺利发射于（）。
2023-01-08 17:03:11:	答案为:1964年6月29日
2023-01-08 17:03:11:	该单选题未完成.......
2023-01-08 17:03:17:	该小节已保存......
2023-01-08 17:03:23:	

2023-01-08 17:03:23:	24.7 严重的曲折，深刻的教训
2023-01-08 17:03:31:	1.[单选题] 1972年2月，美国总统（）访华，中美双方在上海发表联合公报。
2023-01-08 17:03:39:	答案为:尼克松
2023-01-08 17:03:42:	2.[单选题] “文化大革命”的主要原因不包括（）。
2023-01-08 17:03:50:	答案为:D
2023-01-08 17:03:51:	3.[单选题] 中国完全自行设计研制的第一颗中近程导弹顺利发射于（）。
2023-01-08 17:04:00:	答案为:1964年6月29日
2023-01-08 17:04:01:	该单选题未完成.......
2023-01-08 17:04:07:	该小节已保存......
2023-01-08 17:04:08:	

2023-01-08 17:04:08:	24.8 对错误进行科学分析
2023-01-08 17:04:15:	

2023-01-08 17:04:15:	25.1 历史性伟大转折和改革开放的起步
2023-01-08 17:04:25:	1.[单选题] 邓小平在1979年召开的（）上发表讲话，认为坚持社会主义道路，坚持人民民主专政，坚持共产党的领导，坚持马克思列宁主义、毛泽东思想这四项基本原则，“是实现四个现代化的根本前提”。
2023-01-08 17:04:32:	答案为:B
2023-01-08 17:04:36:	2.[多选题] 邓小平根据世界经济与政治发生的重大变化，敏锐地把握时代的主题的转换，及时提出（）已经成为当今世界的两大主题的科学论断。
2023-01-08 17:04:44:	答案为:C,D    *******代码结束后请手动完成********
2023-01-08 17:04:44:	答案为:C,D    *******代码结束后请手动完成********
2023-01-08 17:04:47:	3.[多选题] 《关于建国以来党的若干历史问题的决议》对毛泽东思想的科学体系和活的灵魂即（）作了概括，强调毛泽东思想是我们党的宝贵的精神财富，它将长期指导我们的行动。
2023-01-08 17:04:56:	答案为:B,C,D    *******代码结束后请手动完成********
2023-01-08 17:04:56:	答案为:B,C,D    *******代码结束后请手动完成********
2023-01-08 17:04:59:	4.[多选题] 从1978年开始，（）的基层干部和农民群众，在省委支持下，开始探索试行包产到组、包产到户、包干到户等多种形式的农业生产责任制。
2023-01-08 17:05:08:	答案为:A,D    *******代码结束后请手动完成********
2023-01-08 17:05:08:	答案为:A,D    *******代码结束后请手动完成********
2023-01-08 17:05:08:	5.[判断题] 《关于建国以来党的若干历史问题的决议》的通过，标志着党在指导思想上拨乱反正的胜利完成。
2023-01-08 17:05:16:	答案为:A
2023-01-08 17:05:24:	该小节已保存......
2023-01-08 17:05:25:	

2023-01-08 17:05:25:	25.2 改革开放和社会主义现代化建设新局面
2023-01-08 17:05:35:	1.[单选题] 1987年10月召开的（），比较系统地阐述了社会主义初级阶段理论，完整地概括了中国共产党在社会主义初级阶段“一个中心、两个基本点”基本路线
2023-01-08 17:05:42:	答案为:B
2023-01-08 17:05:46:	2.[单选题] 88岁高龄的邓小平于（）年初，先后视察武昌、深圳、珠海、上海等地，发表重要谈话，回答了长期困扰和束缚人们思想的许多重大问题。
2023-01-08 17:05:54:	答案为:C
2023-01-08 17:05:57:	3.[单选题] （）召开的五届全国人大五次会议修订通过的《中华人民共和国宪法》，以1954年宪法为基础，纠正了1975年和1978年通过的宪法中存在的问题，充分体现了党和国家在现代化建设和民主法制建设方面的新思想、新举措和新要求。
2023-01-08 17:06:06:	答案为:A
2023-01-08 17:06:09:	4.[多选题] 20世纪80年代，我国逐渐形成了包含（）的多层次、有重点、点面结合的对外开放格局，在引进外资、先进技术和设备以及提高出口创汇能力方面取得显著成效。
2023-01-08 17:06:17:	答案为:A,B,C,D    *******代码结束后请手动完成********
2023-01-08 17:06:17:	答案为:A,B,C,D    *******代码结束后请手动完成********
2023-01-08 17:06:17:	5.[判断题] 1982年邓小平首次提出了“一个国家，两种制度”的概念。
2023-01-08 17:06:26:	答案为:A
2023-01-08 17:06:33:	该小节已保存......
2023-01-08 17:06:34:	

2023-01-08 17:06:34:	25.3 把中国特色社会主义全面推向21世纪
2023-01-08 17:06:43:	1.[单选题] （）7月1日，中国和英国两国政府举行了香港政权交接仪式，宣告中国对香港恢复行使主权，中华人民共和国香港特别行政区正式成立。
2023-01-08 17:06:50:	答案为:C
2023-01-08 17:06:54:	2.[单选题] （）发表《为促进祖国统一大业的完成而继续奋斗》的讲话，提出了发展两岸关系、推进祖国和平统一的八项主张。
2023-01-08 17:07:02:	答案为:B
2023-01-08 17:07:06:	3.[单选题] （）首次使用“邓小平理论”这个概念。
2023-01-08 17:07:14:	答案为:D
2023-01-08 17:07:18:	4.[多选题] “三个代表”重要思想是指中国共产党总是（）。
2023-01-08 17:07:26:	答案为:B,C,D    *******代码结束后请手动完成********
2023-01-08 17:07:26:	答案为:B,C,D    *******代码结束后请手动完成********
2023-01-08 17:07:26:	5.[判断题] 香港、澳门的回归，使“一国两制”从科学构想变为现实，标志着祖国统一大业向前迈出了重要的一步。
2023-01-08 17:07:34:	答案为:A
2023-01-08 17:07:42:	该小节已保存......
2023-01-08 17:07:43:	

2023-01-08 17:07:43:	25.4 在新的形势下坚持和发展中国特色社会主义
2023-01-08 17:07:50:	

2023-01-08 17:07:50:	26.1 开拓中国特色社会主义更为广阔的发展前景
2023-01-08 17:07:56:	

2023-01-08 17:07:56:	26.2 夺取新时代中国特色社会主义伟大胜利
